jour;libelle;reg;incid_rea
2021-01-29;Bourgogne-Franche-Comté;27;13
2021-01-29;Bretagne;53;6
2021-01-29;Centre-Val de Loire;24;8
2021-01-29;Corse;94;0
2021-01-29;Grand-Est;44;21
2021-01-29;Guadeloupe;1;0
2021-01-29;Guyane;3;0
2021-01-29;Hauts-de-France;32;21
2021-01-29;Ile-de-France;11;54
2021-01-29;La Réunion;4;0
2021-01-29;Martinique;2;0
2021-01-29;Mayotte;6;0
2021-01-29;Normandie;28;9
2021-01-29;Nouvelle-Aquitaine;75;18
2021-01-29;Occitanie;76;32
2021-01-29;Pays de la Loire;52;7
2021-01-29;Provence-Alpes-Côte d'Azur;93;31
2021-01-30;Auvergne-Rhône-Alpes;84;19
2021-01-30;Bourgogne-Franche-Comté;27;7
2021-01-30;Bretagne;53;4
2021-01-30;Centre-Val de Loire;24;5
2021-01-30;Corse;94;3
2021-01-30;Grand-Est;44;24
2021-01-30;Guadeloupe;1;1
2021-01-30;Guyane;3;0
2021-01-30;Hauts-de-France;32;17
2021-01-30;Ile-de-France;11;38
2021-01-30;La Réunion;4;0
2021-01-30;Martinique;2;0
2021-01-30;Mayotte;6;0
2021-01-30;Normandie;28;6
2021-01-30;Nouvelle-Aquitaine;75;17
2021-01-30;Occitanie;76;16
2021-01-30;Pays de la Loire;52;5
2021-01-30;Provence-Alpes-Côte d'Azur;93;30
2021-01-31;Auvergne-Rhône-Alpes;84;14
2021-01-31;Bourgogne-Franche-Comté;27;5
2021-01-31;Bretagne;53;5
2021-01-31;Centre-Val de Loire;24;8
2021-01-31;Corse;94;0
2021-01-31;Grand-Est;44;24
2021-01-31;Guadeloupe;1;1
2021-01-31;Guyane;3;2
2021-01-31;Hauts-de-France;32;5
2021-01-31;Ile-de-France;11;36
2021-01-31;La Réunion;4;0
2021-01-31;Martinique;2;0
2021-01-31;Mayotte;6;2
2021-01-31;Normandie;28;6
2021-01-31;Nouvelle-Aquitaine;75;9
2021-01-31;Occitanie;76;9
2021-01-31;Pays de la Loire;52;9
2021-01-31;Provence-Alpes-Côte d'Azur;93;13
2021-02-01;Auvergne-Rhône-Alpes;84;58
2021-02-01;Bourgogne-Franche-Comté;27;18
2021-02-01;Bretagne;53;4
2021-02-01;Centre-Val de Loire;24;7
2021-02-01;Corse;94;1
2021-02-01;Grand-Est;44;23
2021-02-01;Guadeloupe;1;0
2021-02-01;Guyane;3;0
2021-02-01;Hauts-de-France;32;29
2021-02-01;Ile-de-France;11;78
2021-02-01;La Réunion;4;1
2021-02-01;Martinique;2;0
2021-02-01;Mayotte;6;3
2021-02-01;Normandie;28;8
2021-02-01;Nouvelle-Aquitaine;75;24
2021-02-01;Occitanie;76;21
2021-02-01;Pays de la Loire;52;6
2021-02-01;Provence-Alpes-Côte d'Azur;93;37
2021-02-02;Auvergne-Rhône-Alpes;84;31
2021-02-02;Bourgogne-Franche-Comté;27;13
2021-02-02;Bretagne;53;2
2021-02-02;Centre-Val de Loire;24;15
2021-02-02;Corse;94;0
2021-02-02;Grand-Est;44;34
2021-02-02;Guadeloupe;1;2
2021-02-02;Guyane;3;2
2021-02-02;Hauts-de-France;32;51
2021-02-02;Ile-de-France;11;94
2021-02-02;La Réunion;4;0
2021-02-02;Martinique;2;0
2021-02-02;Mayotte;6;2
2021-02-02;Normandie;28;5
2021-02-02;Nouvelle-Aquitaine;75;25
2021-02-02;Occitanie;76;34
2021-02-02;Pays de la Loire;52;11
2021-02-02;Provence-Alpes-Côte d'Azur;93;48
2021-02-03;Auvergne-Rhône-Alpes;84;23
2021-02-03;Bourgogne-Franche-Comté;27;13
2021-02-03;Bretagne;53;4
2021-02-03;Centre-Val de Loire;24;5
2021-02-03;Corse;94;1
2021-02-03;Grand-Est;44;21
2021-02-03;Guadeloupe;1;0
2021-02-03;Guyane;3;0
2021-02-03;Hauts-de-France;32;28
2021-02-03;Ile-de-France;11;59
2021-02-03;La Réunion;4;0
2021-02-03;Martinique;2;0
2021-02-03;Mayotte;6;0
2021-02-03;Normandie;28;12
2021-02-03;Nouvelle-Aquitaine;75;29
2021-02-03;Occitanie;76;35
2021-02-03;Pays de la Loire;52;12
2021-02-03;Provence-Alpes-Côte d'Azur;93;33
2021-02-04;Auvergne-Rhône-Alpes;84;38
2021-02-04;Bourgogne-Franche-Comté;27;10
2021-02-04;Bretagne;53;6
2021-02-04;Centre-Val de Loire;24;10
2021-02-04;Corse;94;0
2021-02-04;Grand-Est;44;19
2021-02-04;Guadeloupe;1;0
2021-02-04;Guyane;3;0
2021-02-04;Hauts-de-France;32;30
2021-02-04;Ile-de-France;11;70
2021-02-04;La Réunion;4;0
2021-02-04;Martinique;2;1
2021-02-04;Mayotte;6;1
2021-02-04;Normandie;28;15
2021-02-04;Nouvelle-Aquitaine;75;11
2021-02-04;Occitanie;76;21
2021-02-04;Pays de la Loire;52;6
2021-02-04;Provence-Alpes-Côte d'Azur;93;37
2021-02-05;Auvergne-Rhône-Alpes;84;28
2021-02-05;Bourgogne-Franche-Comté;27;9
2021-02-05;Bretagne;53;7
2021-02-05;Centre-Val de Loire;24;8
2021-02-05;Corse;94;2
2021-02-05;Grand-Est;44;23
2021-02-05;Guadeloupe;1;1
2021-02-05;Guyane;3;0
2021-02-05;Hauts-de-France;32;20
2021-02-05;Ile-de-France;11;40
2021-02-05;La Réunion;4;1
2021-02-05;Martinique;2;0
2021-02-05;Mayotte;6;5
2021-02-05;Normandie;28;8
2021-02-05;Nouvelle-Aquitaine;75;15
2021-02-05;Occitanie;76;37
2021-02-05;Pays de la Loire;52;11
2021-02-05;Provence-Alpes-Côte d'Azur;93;40
2021-02-06;Auvergne-Rhône-Alpes;84;20
2021-02-06;Bourgogne-Franche-Comté;27;11
2021-02-06;Bretagne;53;6
2021-02-06;Centre-Val de Loire;24;8
2021-02-06;Corse;94;0
2021-02-06;Grand-Est;44;16
2021-02-06;Guadeloupe;1;0
2021-02-06;Guyane;3;0
2021-02-06;Hauts-de-France;32;6
2021-02-06;Ile-de-France;11;48
2021-02-06;La Réunion;4;0
2021-02-06;Martinique;2;0
2021-02-06;Mayotte;6;1
2021-02-06;Normandie;28;6
2021-02-06;Nouvelle-Aquitaine;75;13
2021-02-06;Occitanie;76;11
2021-02-06;Pays de la Loire;52;3
2021-02-06;Provence-Alpes-Côte d'Azur;93;19
2021-02-07;Auvergne-Rhône-Alpes;84;8
2021-02-07;Bourgogne-Franche-Comté;27;19
2021-02-07;Bretagne;53;5
2021-02-07;Centre-Val de Loire;24;4
2021-02-07;Corse;94;1
2021-02-07;Grand-Est;44;15
2021-02-07;Guadeloupe;1;1
2021-02-07;Guyane;3;0
2021-02-07;Hauts-de-France;32;10
2021-02-07;Ile-de-France;11;42
2021-02-07;La Réunion;4;1
2021-02-07;Martinique;2;0
2021-02-07;Mayotte;6;0
2021-02-07;Normandie;28;3
2021-02-07;Nouvelle-Aquitaine;75;11
2021-02-07;Occitanie;76;11
2021-02-07;Pays de la Loire;52;6
2021-02-07;Provence-Alpes-Côte d'Azur;93;23
2021-02-08;Auvergne-Rhône-Alpes;84;45
2021-02-08;Bourgogne-Franche-Comté;27;22
2021-02-08;Bretagne;53;6
2021-02-08;Centre-Val de Loire;24;10
2021-02-08;Corse;94;1
2021-02-08;Grand-Est;44;28
2021-02-08;Guadeloupe;1;1
2021-02-08;Guyane;3;1
2021-02-08;Hauts-de-France;32;41
2021-02-08;Ile-de-France;11;63
2021-02-08;La Réunion;4;3
2021-02-08;Martinique;2;0
2021-02-08;Mayotte;6;12
2021-02-08;Normandie;28;14
2021-02-08;Nouvelle-Aquitaine;75;23
2021-02-08;Occitanie;76;32
2021-02-08;Pays de la Loire;52;9
2021-02-08;Provence-Alpes-Côte d'Azur;93;45
2021-02-09;Auvergne-Rhône-Alpes;84;37
2021-02-09;Bourgogne-Franche-Comté;27;19
2021-02-09;Bretagne;53;7
2021-02-09;Centre-Val de Loire;24;15
2021-02-09;Corse;94;1
2021-02-09;Grand-Est;44;26
2021-02-09;Guadeloupe;1;0
2021-02-09;Guyane;3;1
2021-02-09;Hauts-de-France;32;31
2021-02-09;Ile-de-France;11;79
2021-02-09;La Réunion;4;4
2021-02-09;Martinique;2;0
2021-02-09;Mayotte;6;12
2021-02-09;Normandie;28;12
2021-02-09;Nouvelle-Aquitaine;75;17
2021-02-09;Occitanie;76;22
2021-02-09;Pays de la Loire;52;7
2021-02-09;Provence-Alpes-Côte d'Azur;93;44
2021-02-10;Auvergne-Rhône-Alpes;84;42
2021-02-10;Bourgogne-Franche-Comté;27;11
2021-02-10;Bretagne;53;3
2021-02-10;Centre-Val de Loire;24;7
2021-02-10;Corse;94;3
2021-02-10;Grand-Est;44;21
2021-02-10;Guadeloupe;1;0
2021-02-10;Guyane;3;1
2021-02-10;Hauts-de-France;32;22
2021-02-10;Ile-de-France;11;73
2021-02-10;La Réunion;4;3
2021-02-10;Martinique;2;0
2021-02-10;Mayotte;6;4
2021-02-10;Normandie;28;7
2021-02-10;Nouvelle-Aquitaine;75;20
2021-02-10;Occitanie;76;25
2021-02-10;Pays de la Loire;52;7
2021-02-10;Provence-Alpes-Côte d'Azur;93;33
2021-02-11;Auvergne-Rhône-Alpes;84;40
2021-02-11;Bourgogne-Franche-Comté;27;13
2021-02-11;Bretagne;53;5
2021-02-11;Centre-Val de Loire;24;18
2021-02-11;Corse;94;1
2021-02-11;Grand-Est;44;21
2021-02-11;Guadeloupe;1;1
2021-02-11;Guyane;3;0
2021-02-11;Hauts-de-France;32;36
2021-02-11;Ile-de-France;11;53
2021-02-11;La Réunion;4;0
2021-02-11;Martinique;2;0
2021-02-11;Mayotte;6;3
2021-02-11;Normandie;28;10
2021-02-11;Nouvelle-Aquitaine;75;11
2021-02-11;Occitanie;76;20
2021-02-11;Pays de la Loire;52;5
2021-02-11;Provence-Alpes-Côte d'Azur;93;32
2021-02-12;Auvergne-Rhône-Alpes;84;28
2021-02-12;Bourgogne-Franche-Comté;27;10
2021-02-12;Bretagne;53;4
2021-02-12;Centre-Val de Loire;24;6
2021-02-12;Corse;94;4
2021-02-12;Grand-Est;44;23
2021-02-12;Guadeloupe;1;0
2021-02-12;Guyane;3;0
2021-02-12;Hauts-de-France;32;33
2021-02-12;Ile-de-France;11;57
2021-02-12;La Réunion;4;2
2021-02-12;Martinique;2;0
2021-02-12;Mayotte;6;4
2021-02-12;Normandie;28;9
2021-02-12;Nouvelle-Aquitaine;75;13
2021-02-12;Occitanie;76;24
2021-02-12;Pays de la Loire;52;7
2021-02-12;Provence-Alpes-Côte d'Azur;93;40
2021-02-13;Auvergne-Rhône-Alpes;84;23
2021-02-13;Bourgogne-Franche-Comté;27;9
2021-02-13;Bretagne;53;4
2021-02-13;Centre-Val de Loire;24;5
2021-02-13;Corse;94;0
2021-02-13;Grand-Est;44;19
2021-02-13;Guadeloupe;1;1
2021-02-13;Guyane;3;0
2021-02-13;Hauts-de-France;32;12
2021-02-13;Ile-de-France;11;55
2021-02-13;La Réunion;4;2
2021-02-13;Martinique;2;0
2021-02-13;Mayotte;6;3
2021-02-13;Normandie;28;5
2021-02-13;Nouvelle-Aquitaine;75;7
2021-02-13;Occitanie;76;18
2021-02-13;Pays de la Loire;52;8
2021-02-13;Provence-Alpes-Côte d'Azur;93;20
2021-02-14;Auvergne-Rhône-Alpes;84;10
2021-02-14;Bourgogne-Franche-Comté;27;8
2021-02-14;Bretagne;53;1
2021-02-14;Centre-Val de Loire;24;4
2021-02-14;Corse;94;1
2021-02-14;Grand-Est;44;12
2021-02-14;Guadeloupe;1;0
2021-02-14;Guyane;3;0
2021-02-14;Hauts-de-France;32;4
2021-02-14;Ile-de-France;11;37
2021-02-14;La Réunion;4;0
2021-02-14;Martinique;2;0
2021-02-14;Mayotte;6;1
2021-02-14;Normandie;28;4
2021-02-14;Nouvelle-Aquitaine;75;6
2021-02-14;Occitanie;76;5
2021-02-14;Pays de la Loire;52;5
2021-02-14;Provence-Alpes-Côte d'Azur;93;15
2021-02-15;Auvergne-Rhône-Alpes;84;62
2021-02-15;Bourgogne-Franche-Comté;27;11
2021-02-15;Bretagne;53;4
2021-02-15;Centre-Val de Loire;24;14
2021-02-15;Corse;94;0
2021-02-15;Grand-Est;44;16
2021-02-15;Guadeloupe;1;0
2021-02-15;Guyane;3;0
2021-02-15;Hauts-de-France;32;37
2021-02-15;Ile-de-France;11;48
2021-02-15;La Réunion;4;5
2021-02-15;Martinique;2;0
2021-02-15;Mayotte;6;8
2021-02-15;Normandie;28;17
2021-02-15;Nouvelle-Aquitaine;75;13
2021-02-15;Occitanie;76;23
2021-02-15;Pays de la Loire;52;7
2021-02-15;Provence-Alpes-Côte d'Azur;93;41
2021-02-16;Auvergne-Rhône-Alpes;84;41
2021-02-16;Bourgogne-Franche-Comté;27;10
2021-02-16;Bretagne;53;2
2021-02-16;Centre-Val de Loire;24;8
2021-02-16;Corse;94;0
2021-02-16;Grand-Est;44;28
2021-02-16;Guadeloupe;1;0
2021-02-16;Guyane;3;0
2021-02-16;Hauts-de-France;32;53
2021-02-16;Ile-de-France;11;73
2021-02-16;La Réunion;4;2
2021-02-16;Martinique;2;0
2021-02-16;Mayotte;6;9
2021-02-16;Normandie;28;7
2021-02-16;Nouvelle-Aquitaine;75;12
2021-02-16;Occitanie;76;23
2021-02-16;Pays de la Loire;52;6
2021-02-16;Provence-Alpes-Côte d'Azur;93;49
2021-02-17;Auvergne-Rhône-Alpes;84;37
2021-02-17;Bourgogne-Franche-Comté;27;12
2021-02-17;Bretagne;53;6
2021-02-17;Centre-Val de Loire;24;9
2021-02-17;Corse;94;0
2021-02-17;Grand-Est;44;23
2021-02-17;Guadeloupe;1;0
2021-02-17;Guyane;3;1
2021-02-17;Hauts-de-France;32;46
2021-02-17;Ile-de-France;11;78
2021-02-17;La Réunion;4;2
2021-02-17;Martinique;2;0
2021-02-17;Mayotte;6;8
2021-02-17;Normandie;28;12
2021-02-17;Nouvelle-Aquitaine;75;10
2021-02-17;Occitanie;76;27
2021-02-17;Pays de la Loire;52;4
2021-02-17;Provence-Alpes-Côte d'Azur;93;36
2021-02-18;Auvergne-Rhône-Alpes;84;31
2021-02-18;Bourgogne-Franche-Comté;27;10
2021-02-18;Bretagne;53;6
2021-02-18;Centre-Val de Loire;24;5
2021-02-18;Corse;94;1
2021-02-18;Grand-Est;44;29
2021-02-18;Guadeloupe;1;0
2021-02-18;Guyane;3;0
2021-02-18;Hauts-de-France;32;38
2021-02-18;Ile-de-France;11;54
2021-02-18;La Réunion;4;1
2021-02-18;Martinique;2;1
2021-02-18;Mayotte;6;7
2021-02-18;Normandie;28;9
2021-02-18;Nouvelle-Aquitaine;75;14
2021-02-18;Occitanie;76;19
2021-02-18;Pays de la Loire;52;4
2021-02-18;Provence-Alpes-Côte d'Azur;93;33
2021-02-19;Auvergne-Rhône-Alpes;84;48
2021-02-19;Bourgogne-Franche-Comté;27;18
2021-02-19;Bretagne;53;2
2021-02-19;Centre-Val de Loire;24;5
2021-02-19;Corse;94;5
2021-02-19;Grand-Est;44;18
2021-02-19;Guadeloupe;1;0
2021-02-19;Guyane;3;0
2021-02-19;Hauts-de-France;32;41
2021-02-19;Ile-de-France;11;69
2021-02-19;La Réunion;4;3
2021-02-19;Martinique;2;0
2021-02-19;Mayotte;6;3
2021-02-19;Normandie;28;6
2021-02-19;Nouvelle-Aquitaine;75;16
2021-02-19;Occitanie;76;14
2021-02-19;Pays de la Loire;52;12
2021-02-19;Provence-Alpes-Côte d'Azur;93;49
2021-02-20;Auvergne-Rhône-Alpes;84;20
2021-02-20;Bourgogne-Franche-Comté;27;8
2021-02-20;Bretagne;53;2
2021-02-20;Centre-Val de Loire;24;6
2021-02-20;Corse;94;0
2021-02-20;Grand-Est;44;9
2021-02-20;Guadeloupe;1;3
2021-02-20;Guyane;3;0
2021-02-20;Hauts-de-France;32;21
2021-02-20;Ile-de-France;11;50
2021-02-20;La Réunion;4;3
2021-02-20;Martinique;2;0
2021-02-20;Mayotte;6;2
2021-02-20;Normandie;28;8
2021-02-20;Nouvelle-Aquitaine;75;9
2021-02-20;Occitanie;76;21
2021-02-20;Pays de la Loire;52;8
2021-02-20;Provence-Alpes-Côte d'Azur;93;25
2021-02-21;Auvergne-Rhône-Alpes;84;9
2021-02-21;Bourgogne-Franche-Comté;27;3
2021-02-21;Bretagne;53;3
2021-02-21;Centre-Val de Loire;24;2
2021-02-21;Corse;94;1
2021-02-21;Grand-Est;44;8
2021-02-21;Guadeloupe;1;0
2021-02-21;Guyane;3;0
2021-02-21;Hauts-de-France;32;11
2021-02-21;Ile-de-France;11;44
2021-02-21;La Réunion;4;2
2021-02-21;Martinique;2;0
2021-02-21;Mayotte;6;13
2021-02-21;Normandie;28;3
2021-02-21;Nouvelle-Aquitaine;75;8
2021-02-21;Occitanie;76;8
2021-02-21;Pays de la Loire;52;5
2021-02-21;Provence-Alpes-Côte d'Azur;93;21
2021-02-22;Auvergne-Rhône-Alpes;84;42
2021-02-22;Bourgogne-Franche-Comté;27;8
2021-02-22;Bretagne;53;3
2021-02-22;Centre-Val de Loire;24;18
2021-02-22;Corse;94;0
2021-02-22;Grand-Est;44;27
2021-02-22;Guadeloupe;1;1
2021-02-22;Guyane;3;2
2021-02-22;Hauts-de-France;32;34
2021-02-22;Ile-de-France;11;48
2021-02-22;La Réunion;4;2
2021-02-22;Martinique;2;0
2021-02-22;Mayotte;6;2
2021-02-22;Normandie;28;6
2021-02-22;Nouvelle-Aquitaine;75;10
2021-02-22;Occitanie;76;22
2021-02-22;Pays de la Loire;52;7
2021-02-22;Provence-Alpes-Côte d'Azur;93;42
2021-02-23;Auvergne-Rhône-Alpes;84;39
2021-02-23;Bourgogne-Franche-Comté;27;14
2021-02-23;Bretagne;53;6
2021-02-23;Centre-Val de Loire;24;21
2021-02-23;Corse;94;0
2021-02-23;Grand-Est;44;29
2021-02-23;Guadeloupe;1;1
2021-02-23;Guyane;3;1
2021-02-23;Hauts-de-France;32;57
2021-02-23;Ile-de-France;11;94
2021-02-23;La Réunion;4;3
2021-02-23;Martinique;2;0
2021-02-23;Mayotte;6;0
2021-02-23;Normandie;28;8
2021-02-23;Nouvelle-Aquitaine;75;15
2021-02-23;Occitanie;76;14
2021-02-23;Pays de la Loire;52;6
2021-02-23;Provence-Alpes-Côte d'Azur;93;37
2021-02-24;Auvergne-Rhône-Alpes;84;30
2021-02-24;Bourgogne-Franche-Comté;27;14
2021-02-24;Bretagne;53;4
2021-02-24;Centre-Val de Loire;24;16
2021-02-24;Corse;94;3
2021-02-24;Grand-Est;44;17
2021-02-24;Guadeloupe;1;1
2021-02-24;Guyane;3;0
2021-02-24;Hauts-de-France;32;49
2021-02-24;Ile-de-France;11;94
2021-02-24;La Réunion;4;4
2021-02-24;Martinique;2;0
2021-02-24;Mayotte;6;9
2021-02-24;Normandie;28;13
2021-02-24;Nouvelle-Aquitaine;75;8
2021-02-24;Occitanie;76;11
2021-02-24;Pays de la Loire;52;5
2021-02-24;Provence-Alpes-Côte d'Azur;93;41
2021-02-25;Auvergne-Rhône-Alpes;84;45
2021-02-25;Bourgogne-Franche-Comté;27;4
2021-02-25;Bretagne;53;4
2021-02-25;Centre-Val de Loire;24;10
2021-02-25;Corse;94;0
2021-02-25;Grand-Est;44;37
2021-02-25;Guadeloupe;1;0
2021-02-25;Guyane;3;0
2021-02-25;Hauts-de-France;32;49
2021-02-25;Ile-de-France;11;69
2021-02-25;La Réunion;4;2
2021-02-25;Martinique;2;0
2021-02-25;Mayotte;6;3
2021-02-25;Normandie;28;7
2021-02-25;Nouvelle-Aquitaine;75;9
2021-02-25;Occitanie;76;18
2021-02-25;Pays de la Loire;52;3
2021-02-25;Provence-Alpes-Côte d'Azur;93;41
2021-02-26;Auvergne-Rhône-Alpes;84;50
2021-02-26;Bourgogne-Franche-Comté;27;13
2021-02-26;Bretagne;53;5
2021-02-26;Centre-Val de Loire;24;16
2021-02-26;Corse;94;0
2021-02-26;Grand-Est;44;19
2021-02-26;Guadeloupe;1;1
2021-02-26;Guyane;3;0
2021-02-26;Hauts-de-France;32;33
2021-02-26;Ile-de-France;11;68
2021-02-26;La Réunion;4;2
2021-02-26;Martinique;2;0
2021-02-26;Mayotte;6;7
2021-02-26;Normandie;28;4
2021-02-26;Nouvelle-Aquitaine;75;15
2021-02-26;Occitanie;76;17
2021-02-26;Pays de la Loire;52;7
2021-02-26;Provence-Alpes-Côte d'Azur;93;46
2021-02-27;Auvergne-Rhône-Alpes;84;21
2021-02-27;Bourgogne-Franche-Comté;27;7
2021-02-27;Bretagne;53;1
2021-02-27;Centre-Val de Loire;24;7
2021-02-27;Corse;94;0
2021-02-27;Grand-Est;44;17
2021-02-27;Guadeloupe;1;2
2021-02-27;Guyane;3;0
2021-02-27;Hauts-de-France;32;24
2021-02-27;Ile-de-France;11;54
2021-02-27;La Réunion;4;2
2021-02-27;Martinique;2;2
2021-02-27;Mayotte;6;4
2021-02-27;Normandie;28;7
2021-02-27;Nouvelle-Aquitaine;75;10
2021-02-27;Occitanie;76;20
2021-02-27;Pays de la Loire;52;5
2021-02-27;Provence-Alpes-Côte d'Azur;93;25
2021-02-28;Auvergne-Rhône-Alpes;84;10
2021-02-28;Bourgogne-Franche-Comté;27;7
2021-02-28;Bretagne;53;4
2021-02-28;Centre-Val de Loire;24;7
2021-02-28;Corse;94;2
2021-02-28;Grand-Est;44;21
2021-02-28;Guadeloupe;1;0
2021-02-28;Guyane;3;0
2021-02-28;Hauts-de-France;32;10
2021-02-28;Ile-de-France;11;40
2021-02-28;La Réunion;4;4
2021-02-28;Martinique;2;0
2021-02-28;Mayotte;6;2
2021-02-28;Normandie;28;6
2021-02-28;Nouvelle-Aquitaine;75;4
2021-02-28;Occitanie;76;13
2021-02-28;Pays de la Loire;52;4
2021-02-28;Provence-Alpes-Côte d'Azur;93;30
2021-03-01;Auvergne-Rhône-Alpes;84;56
2021-03-01;Bourgogne-Franche-Comté;27;14
2021-03-01;Bretagne;53;4
2021-03-01;Centre-Val de Loire;24;16
2021-03-01;Corse;94;1
2021-03-01;Grand-Est;44;24
2021-03-01;Guadeloupe;1;0
2021-03-01;Guyane;3;0
2021-03-01;Hauts-de-France;32;47
2021-03-01;Ile-de-France;11;79
2021-03-01;La Réunion;4;2
2021-03-01;Martinique;2;0
2021-03-01;Mayotte;6;6
2021-03-01;Normandie;28;16
2021-03-01;Nouvelle-Aquitaine;75;19
2021-03-01;Occitanie;76;18
2021-03-01;Pays de la Loire;52;8
2021-03-01;Provence-Alpes-Côte d'Azur;93;37
2021-03-02;Auvergne-Rhône-Alpes;84;35
2021-03-02;Bourgogne-Franche-Comté;27;15
2021-03-02;Bretagne;53;9
2021-03-02;Centre-Val de Loire;24;17
2021-03-02;Corse;94;0
2021-03-02;Grand-Est;44;39
2021-03-02;Guadeloupe;1;0
2021-03-02;Guyane;3;0
2021-03-02;Hauts-de-France;32;52
2021-03-02;Ile-de-France;11;87
2021-03-02;La Réunion;4;3
2021-03-02;Martinique;2;0
2021-03-02;Mayotte;6;1
2021-03-02;Normandie;28;11
2021-03-02;Nouvelle-Aquitaine;75;18
2021-03-02;Occitanie;76;23
2021-03-02;Pays de la Loire;52;7
2021-03-02;Provence-Alpes-Côte d'Azur;93;49
2021-03-03;Auvergne-Rhône-Alpes;84;33
2021-03-03;Bourgogne-Franche-Comté;27;13
2021-03-03;Bretagne;53;1
2021-03-03;Centre-Val de Loire;24;10
2021-03-03;Corse;94;4
2021-03-03;Grand-Est;44;8
2021-03-03;Guadeloupe;1;2
2021-03-03;Guyane;3;0
2021-03-03;Hauts-de-France;32;52
2021-03-03;Ile-de-France;11;98
2021-03-03;La Réunion;4;2
2021-03-03;Martinique;2;1
2021-03-03;Mayotte;6;4
2021-03-03;Normandie;28;7
2021-03-03;Nouvelle-Aquitaine;75;13
2021-03-03;Occitanie;76;18
2021-03-03;Pays de la Loire;52;7
2021-03-03;Provence-Alpes-Côte d'Azur;93;49
2021-03-04;Auvergne-Rhône-Alpes;84;32
2021-03-04;Bourgogne-Franche-Comté;27;12
2021-03-04;Bretagne;53;4
2021-03-04;Centre-Val de Loire;24;10
2021-03-04;Corse;94;1
2021-03-04;Grand-Est;44;27
2021-03-04;Guadeloupe;1;0
2021-03-04;Guyane;3;0
2021-03-04;Hauts-de-France;32;35
2021-03-04;Ile-de-France;11;86
2021-03-04;La Réunion;4;2
2021-03-04;Martinique;2;0
2021-03-04;Mayotte;6;2
2021-03-04;Normandie;28;10
2021-03-04;Nouvelle-Aquitaine;75;12
2021-03-04;Occitanie;76;10
2021-03-04;Pays de la Loire;52;5
2021-03-04;Provence-Alpes-Côte d'Azur;93;45
2021-03-05;Auvergne-Rhône-Alpes;84;38
2021-03-05;Bourgogne-Franche-Comté;27;11
2021-03-05;Bretagne;53;9
2021-03-05;Centre-Val de Loire;24;9
2021-03-05;Corse;94;0
2021-03-05;Grand-Est;44;14
2021-03-05;Guadeloupe;1;0
2021-03-05;Guyane;3;1
2021-03-05;Hauts-de-France;32;45
2021-03-05;Ile-de-France;11;100
2021-03-05;La Réunion;4;4
2021-03-05;Martinique;2;0
2021-03-05;Mayotte;6;0
2021-03-05;Normandie;28;16
2021-03-05;Nouvelle-Aquitaine;75;14
2021-03-05;Occitanie;76;22
2021-03-05;Pays de la Loire;52;10
2021-03-05;Provence-Alpes-Côte d'Azur;93;31
2021-03-06;Auvergne-Rhône-Alpes;84;15
2021-03-06;Bourgogne-Franche-Comté;27;5
2021-03-06;Bretagne;53;3
2021-03-06;Centre-Val de Loire;24;6
2021-03-06;Corse;94;1
2021-03-06;Grand-Est;44;14
2021-03-06;Guadeloupe;1;0
2021-03-06;Guyane;3;0
2021-03-06;Hauts-de-France;32;30
2021-03-06;Ile-de-France;11;80
2021-03-06;La Réunion;4;4
2021-03-06;Martinique;2;1
2021-03-06;Mayotte;6;1
2021-03-06;Normandie;28;6
2021-03-06;Nouvelle-Aquitaine;75;7
2021-03-06;Occitanie;76;16
2021-03-06;Pays de la Loire;52;10
2021-03-06;Provence-Alpes-Côte d'Azur;93;34
2021-03-07;Auvergne-Rhône-Alpes;84;11
2021-03-07;Bourgogne-Franche-Comté;27;2
2021-03-07;Bretagne;53;4
2021-03-07;Centre-Val de Loire;24;2
2021-03-07;Corse;94;1
2021-03-07;Grand-Est;44;17
2021-03-07;Guadeloupe;1;1
2021-03-07;Guyane;3;0
2021-03-07;Hauts-de-France;32;11
2021-03-07;Ile-de-France;11;81
2021-03-07;La Réunion;4;2
2021-03-07;Martinique;2;0
2021-03-07;Mayotte;6;0
2021-03-07;Normandie;28;7
2021-03-07;Nouvelle-Aquitaine;75;15
2021-03-07;Occitanie;76;5
2021-03-07;Pays de la Loire;52;4
2021-03-07;Provence-Alpes-Côte d'Azur;93;24
2021-03-08;Auvergne-Rhône-Alpes;84;48
2021-03-08;Bourgogne-Franche-Comté;27;18
2021-03-08;Bretagne;53;5
2021-03-08;Centre-Val de Loire;24;18
2021-03-08;Corse;94;1
2021-03-08;Grand-Est;44;28
2021-03-08;Guadeloupe;1;0
2021-03-08;Guyane;3;0
2021-03-08;Hauts-de-France;32;51
2021-03-08;Ile-de-France;11;107
2021-03-08;La Réunion;4;3
2021-03-08;Martinique;2;0
2021-03-08;Mayotte;6;4
2021-03-08;Normandie;28;5
2021-03-08;Nouvelle-Aquitaine;75;24
2021-03-08;Occitanie;76;20
2021-03-08;Pays de la Loire;52;8
2021-03-08;Provence-Alpes-Côte d'Azur;93;41
2021-03-09;Auvergne-Rhône-Alpes;84;44
2021-03-09;Bourgogne-Franche-Comté;27;10
2021-03-09;Bretagne;53;3
2021-03-09;Centre-Val de Loire;24;8
2021-03-09;Corse;94;0
2021-03-09;Grand-Est;44;25
